name,city,country,iata,icao,latitude,longitude,altitude,timezone
Zaria Airport,Zaria,Nigeria,ZAR,DNZA,11.1302,7.68581,2170,N
Maradi Airport,Maradi,Niger,MFQ,DRRM,13.5024995803833,7.12674999237061,1240,N
Diori Hamani International Airport,Niamey,Niger,NIM,DRRN,13.4815,2.18361,732,N
Tahoua Airport,Tahoua,Niger,THZ,DRRT,14.8756999969482,5.26535987854004,1266,N
Mano Dayak International Airport,Agadez,Niger,AJY,DRZA,16.9659996032715,8.00010967254639,1657,N
Dirkou Airport,Dirkou,Niger,\N,DRZD,18.9687004089355,12.8687000274658,1273,N
Diffa Airport,Diffa,Niger,\N,DRZF,13.3729000091553,12.6267004013062,994,N
Zinder Airport,Zinder,Niger,ZND,DRZR,13.7790002822876,8.98375988006592,1516,N
Monastir Habib Bourguiba International Airport,Monastir,Tunisia,MIR,DTMB,35.7580986022949,10.7546997070313,9,E
Tunis Carthage International Airport,Tunis,Tunisia,TUN,DTTA,36.851001739502,10.2271995544434,22,E
Sidi Ahmed Air Base,Bizerte,Tunisia,\N,DTTB,37.245398,9.79145,20,E
Remada Air Base,Remada,Tunisia,\N,DTTD,32.3061981201172,10.3821001052856,1004,E
Gafsa Ksar International Airport,Gafsa,Tunisia,GAF,DTTF,34.4220008850098,8.82250022888184,1060,E
Gabès Matmata International Airport,Gabes,Tunisia,GAE,DTTG,33.8768997192383,10.1033000946045,26,E
Borj El Amri Airport,Bordj El Amri,Tunisia,\N,DTTI,36.7212982177734,9.94314956665039,110,E
Djerba Zarzis International Airport,Djerba,Tunisia,DJE,DTTJ,33.875,10.7755002975464,19,E
El Borma Airport,El Borma,Tunisia,EBM,DTTR,31.7042999267578,9.25461959838867,827,E
Sfax Thyna International Airport,Sfax,Tunisia,SFA,DTTX,34.7179985046387,10.6909999847412,85,E
Tozeur Nefta International Airport,Tozeur,Tunisia,TOE,DTTZ,33.9397010803223,8.11056041717529,287,E
Niamtougou International Airport,Niatougou,Togo,LRL,DXNG,9.76733016967773,1.09124994277954,1515,N
Lomé-Tokoin Airport,Lome,Togo,LFW,DXXX,6.16560983657837,1.25451004505157,72,N
Antwerp International Airport (Deurne),Antwerp,Belgium,ANR,EBAW,51.1893997192,4.46027994156,39,E
Beauvechain Air Base,Beauvechain,Belgium,\N,EBBE,50.7585983276367,4.76833009719849,370,E
Kleine Brogel Air Base,Kleine Brogel,Belgium,\N,EBBL,51.168301,5.47,200,E
Brussels Airport,Brussels,Belgium,BRU,EBBR,50.9014015198,4.48443984985,184,E
Jehonville Air Base,Bertrix,Belgium,\N,EBBX,49.8917007446289,5.22388982772827,1514,E
Brussels South Charleroi Airport,Charleroi,Belgium,CRL,EBCI,50.459202,4.45382,614,E
Chièvres Air Base,Chievres,Belgium,\N,EBCV,50.5758018493652,3.83100008964539,194,E
Koksijde Air Base,Koksijde,Belgium,\N,EBFN,51.0903015136719,2.65278005599976,20,E
Florennes Air Base,Florennes,Belgium,\N,EBFS,50.2433013916,4.64583015442,935,E
Wevelgem Airport,Kortrijk-vevelgem,Belgium,KJK,EBKT,50.817199707,3.20472002029,64,E
Liège Airport,Liege,Belgium,LGG,EBLG,50.6374015808106,5.44322013854981,659,E
Ostend-Bruges International Airport,Ostend,Belgium,OST,EBOS,51.1988983154,2.8622200489,13,E
Zutendaal Air Base,Zutendaal,Belgium,\N,EBSL,50.9474983215332,5.59055995941162,312,E
Brustem Airfield Sint Truiden,Sint-truiden,Belgium,\N,EBST,50.791901,5.20167,246,E
Saint Hubert Air Base,St.-hubert,Belgium,\N,EBSU,50.0344009399414,5.44081020355225,1930,E
Ursel Air Base,Ursel,Belgium,\N,EBUL,51.1441993713379,3.47555994987488,95,E
Weelde Air Base,Weelde,Belgium,\N,EBWE,51.3947982788086,4.96018981933594,105,E
Zoersel (Oostmalle) Airfield,Zoersel,Belgium,OBL,EBZR,51.264702,4.75333,53,E
Flugplatz Bautzen,Bautzen,Germany,\N,EDAB,51.193611,14.519722,568,E
Altenburg-Nobitz Airport,Altenburg,Germany,AOC,EDAC,50.981945,12.506389,640,E
Dessau Airfield,Dessau,Germany,\N,EDAD,51.831694,12.190962,187,E
Eisenhüttenstadt Airfield,Eisenhuettenstadt,Germany,\N,EDAE,52.195856,14.58753,144,E
Großenhain Airport,Suhl,Germany,\N,EDAK,51.3080558776855,13.5555562973022,417,E
Merseburg Airport,Muehlhausen,Germany,\N,EDAM,51.3630556,11.9408333,341,E
Halle-Oppin Airport,Halle,Germany,\N,EDAQ,51.552223,12.053889,348,E
Riesa-Göhlis Airport,Riesa,Germany,IES,EDAU,51.2936096191,13.3561105728,322,E
Rechlin-Lärz Airport,Rechlin-laerz,Germany,REB,EDAX,53.306388855,12.7522220612,220,E
Strausberg Airport,Strausberg,Germany,\N,EDAY,52.5805549621582,13.9166669845581,262,E
Schönhagen Airport,Schoenhagen,Germany,QXH,EDAZ,52.203609,13.156389,152,E
Barth Airport,Barth,Germany,BBH,EDBH,54.338253,12.710515,23,E
Jena-Schöngleina Airfield,Jena,Germany,\N,EDBJ,50.915279,11.714444,1247,E
Kyritz Airport,Kyritz,Germany,\N,EDBK,52.918888092041,12.4252777099609,131,E
"Magdeburg ""City"" Airport",Magdeburg,Germany,ZMG,EDBM,52.073612,11.626389,259,E
Rothenburg/Görlitz Airport,Rothenburg/ol,Germany,\N,EDBR,51.3633346557617,14.9499998092651,518,E
Anklam Airfield,Anklam,Germany,\N,EDCA,53.832779,13.668611,16,E
Cottbus-Drewitz Airport,Cottbus,Germany,CBU,EDCD,51.889442,14.531944,272,E
Kamenz Airport,Kamenz,Germany,\N,EDCM,51.2969436645508,14.1274995803833,495,E
Berlin-Schönefeld Airport,Berlin,Germany,SXF,EDDB,52.380001,13.5225,157,E
Dresden Airport,Dresden,Germany,DRS,EDDC,51.1328010559082,13.7672004699707,755,E
Erfurt Airport,Erfurt,Germany,ERF,EDDE,50.9798011779785,10.9581003189087,1036,E
Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364,E
Münster Osnabrück Airport,Munster,Germany,FMO,EDDG,52.134601593,7.68483018875,160,E
Hamburg Airport,Hamburg,Germany,HAM,EDDH,53.630401611328,9.9882297515869,53,E
Berlin-Tempelhof International Airport,Berlin,Germany,THF,EDDI,52.4729995727539,13.4039001464844,167,E
Cologne Bonn Airport,Cologne,Germany,CGN,EDDK,50.8658981323,7.1427397728,302,E
Düsseldorf Airport,Duesseldorf,Germany,DUS,EDDL,51.289501,6.76678,147,E
Munich Airport,Munich,Germany,MUC,EDDM,48.353802,11.7861,1487,E
Nuremberg Airport,Nuernberg,Germany,NUE,EDDN,49.498699,11.078056,1046,E
Leipzig/Halle Airport,Leipzig,Germany,LEJ,EDDP,51.423889,12.236389,465,E
Saarbrücken Airport,Saarbruecken,Germany,SCN,EDDR,49.2145996094,7.10950994492,1058,E
Stuttgart Airport,Stuttgart,Germany,STR,EDDS,48.6898994446,9.22196006775,1276,E
Berlin-Tegel Airport,Berlin,Germany,TXL,EDDT,52.5597,13.2877,122,E
Hannover Airport,Hannover,Germany,HAJ,EDDV,52.461101532,9.68507957458,183,E
Bremen Airport,Bremen,Germany,BRE,EDDW,53.0475006104,8.78666973114,14,E
Frankfurt-Egelsbach Airport,Egelsbach,Germany,QEF,EDFE,49.959999,8.645833,384,E
Frankfurt-Hahn Airport,Hahn,Germany,HHN,EDFH,49.9487,7.26389,1649,E
Mannheim-City Airport,Mannheim,Germany,MHG,EDFM,49.473057,8.514167,308,E
Allendorf/Eder Airport,Allendorf,Germany,\N,EDFQ,51.0349998474121,8.680832862854,1158,E
Worms Airport,Worms,Germany,\N,EDFV,49.606945,8.368333,295,E
Mainz-Finthen Airport,Mainz,Germany,\N,EDFZ,49.967499,8.147222,525,E
Eisenach-Kindel Airport,Eisenach,Germany,EIB,EDGE,50.991604,10.47973,1112,E
Siegerland Airport,Siegerland,Germany,SGE,EDGS,50.7076988220215,8.08296966552734,1966,E
Hamburg-Finkenwerder Airport,Hamburg,Germany,XFW,EDHI,53.5352783203125,9.83555603027344,23,E
Kiel-Holtenau Airport,Kiel,Germany,KEL,EDHK,54.3794441223145,10.1452779769897,102,E
Lübeck Blankensee Airport,Luebeck,Germany,LBC,EDHL,53.8054008484,10.7192001343,53,E
Flugplatz Dahlemer Binz,Dahlemer Binz,Germany,\N,EDKV,50.405555725,6.5288891792,1896,E
Meinerzhagen Airport,Meinerzhagen,Germany,\N,EDKZ,51.0999984741211,7.59999990463257,1549,E
Arnsberg-Menden Airport,Arnsberg,Germany,\N,EDLA,51.4838905334473,7.89833307266235,794,E
Essen Mulheim Airport,Essen,Germany,ESS,EDLE,51.4023017883301,6.93732976913452,424,E
Bielefeld Airport,Bielefeld,Germany,BFE,EDLI,51.964722,8.544444,454,E
Mönchengladbach Airport,Moenchengladbach,Germany,MGL,EDLN,51.230278,6.504444,125,E
Paderborn Lippstadt Airport,Paderborn,Germany,PAD,EDLP,51.6141014099,8.61631965637,699,E
Stadtlohn-Vreden Airport,Stadtlohn,Germany,\N,EDLS,51.9958343505859,6.84055614471436,157,E
Dortmund Airport,Dortmund,Germany,DTM,EDLW,51.5182991028,7.61223983765,425,E
Augsburg Airport,Augsburg,Germany,AGB,EDMA,48.425278,10.931667,1516,E
Biberach a.d. Riß Airfield,Biberach,Germany,\N,EDMB,48.111111,9.762778,1903,E
Eggenfelden Airport,Eggenfelden,Germany,\N,EDME,48.396110534668,12.7236108779907,1342,E
Mindelheim-Mattsies Airfield,Mindelheim,Germany,\N,EDMN,48.106945,10.525,1857,E
Oberpfaffenhofen Airport,Oberpfaffenhofen,Germany,OBF,EDMO,48.081402,11.2831,1947,E
Straubing Airport,Straubing,Germany,RBM,EDMS,48.9008331298828,12.5166673660278,1047,E
Vilshofen Airport,Vilshofen,Germany,\N,EDMV,48.6349983215332,13.1955556869507,991,E
Leutkirch-Unterzeil Airport,Leutkirch,Germany,\N,EDNL,47.8588905334473,10.0141668319702,2100,E
Friedrichshafen Airport,Friedrichshafen,Germany,FDH,EDNY,47.6712989807,9.51148986816,1367,E
Schwerin Parchim Airport,Parchim,Germany,SZW,EDOP,53.426998,11.7834,166,E
Stendal-Borstel Airport,Stendal,Germany,\N,EDOV,52.6288871765137,11.8186111450195,184,E
Aalen-Heidenheim/Elchingen Airport,Aalen-heidenheim,Germany,\N,EDPA,48.7777786254883,10.2647218704224,1916,E
Bayreuth Airport,Bayreuth,Germany,BYU,EDQD,49.985001,11.64,1601,E
Burg Feuerstein Airport,Burg Feuerstein,Germany,URD,EDQE,49.794166564941,11.133610725403,1673,E
Hof-Plauen Airport,Hof,Germany,HOQ,EDQM,50.2886123657227,11.8563890457153,1959,E
Haßfurt-Schweinfurt Airport,Hassfurt,Germany,\N,EDQT,50.0180549621582,10.5294437408447,719,E
Koblenz-Winningen Airfield,Koblenz,Germany,\N,EDRK,50.325558,7.528611,640,E
Trier-Föhren Airport,Trier,Germany,\N,EDRT,49.863888,6.7875,666,E
Speyer Airfield,Speyer,Germany,\N,EDRY,49.304722,8.451389,312,E
Zweibrücken Airport,Zweibruecken,Germany,ZQW,EDRZ,49.2094,7.40056,1132,E
Donaueschingen-Villingen Airport,Donaueschingen,Germany,ZQL,EDTD,47.9733314514,8.52222156525,2231,E
Freiburg i. Br. Airport,Freiburg,Germany,\N,EDTF,48.0227775574,7.83249998093,801,E
Mengen-Hohentengen Airport,Mengen,Germany,\N,EDTM,48.0538902282715,9.37277793884277,1818,E
Adolf Würth Airport,Schwaebisch Hall,Germany,\N,EDTY,49.1183319092,9.78388881683,1299,E
Finsterwalde/Schacksdorf Airport,Soest,Germany,\N,EDUS,51.607498,13.743611,384,E
Braunschweig-Wolfsburg Airport,Braunschweig,Germany,BWE,EDVE,52.319199,10.5561,295,E
Kassel-Calden Airport,Kassel,Germany,KSF,EDVK,51.417273,9.384967,820,E
Hildesheim Airport,Hildesheim,Germany,\N,EDVM,52.1813888549805,9.94638919830322,292,E
Bremerhaven Airport,Bremerhaven,Germany,BRV,EDWB,53.506943,8.572778,10,E
Emden Airport,Emden,Germany,EME,EDWE,53.391109,7.2275,3,E
Leer-Papenburg Airport,Leer,Germany,\N,EDWF,53.2719421386719,7.44166707992554,3,E
Wilhelmshaven-Mariensiel Airport,Wilhelmshaven,Germany,WVN,EDWI,53.5022201538086,8.05222225189209,16,E
Borkum Airport,Borkum,Germany,BMK,EDWR,53.59639,6.709167,3,E
Norderney Airport,Norderney,Germany,NRD,EDWY,53.7069435119629,7.23000001907349,7,E
Flensburg-Schäferhaus Airport,Flensburg,Germany,FLF,EDXF,54.7733345031738,9.37888908386231,131,E
Rendsburg-Schachtholm Airport,Rendsburg,Germany,\N,EDXR,54.2200012207031,9.59944438934326,23,E
Westerland Sylt Airport,Westerland,Germany,GWT,EDXW,54.9132003784,8.34047031403,51,E
Ämari Air Base,Armari Air Force Base,Estonia,\N,EEEI,59.2602996826172,24.2084999084473,65,E
Kärdla Airport,Kardla,Estonia,KDL,EEKA,58.9907989501953,22.8306999206543,18,E
Kuressaare Airport,Kuressaare,Estonia,URE,EEKE,58.2299003601074,22.50950050354,14,E
Pärnu Airport,Parnu,Estonia,EPU,EEPU,58.4189987182617,24.4727993011475,47,E
Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,TLL,EETN,59.4132995605,24.8327999115,131,E
Tartu Airport,Tartu,Estonia,TAY,EETU,58.3074989319,26.6903991699,219,E
Enontekio Airport,Enontekio,Finland,ENF,EFET,68.362602233887,23.424299240112,1005,E
Eura Airport,Eura,Finland,\N,EFEU,61.1161003112793,22.2014007568359,259,E
Halli Airport,Halli,Finland,KEV,EFHA,61.856039,24.786686,479,E
Helsinki Malmi Airport,Helsinki,Finland,HEM,EFHF,60.2546005249023,25.0428009033203,57,E
Helsinki Vantaa Airport,Helsinki,Finland,HEL,EFHK,60.317199707031,24.963300704956,179,E
Hameenkyro Airport,Hameenkyro,Finland,\N,EFHM,61.6897010803223,23.0736999511719,449,E
Hanko Airport,Hanko,Finland,\N,EFHN,59.8488998413086,23.0835990905762,20,E
Hyvinkää Airfield,Hyvinkaa,Finland,HYV,EFHV,60.6543998718,24.8810997009,430,E
Kiikala Airport,Kikala,Finland,\N,EFIK,60.4625015259,23.6525001526,381,E
Immola Airport,Immola,Finland,\N,EFIM,61.2491989135742,28.9036998748779,338,E
Kitee Airport,Kitee,Finland,KTQ,EFIT,62.1661,30.073601,364,E
Ivalo Airport,Ivalo,Finland,IVL,EFIV,68.607299804688,27.405300140381,481,E
Joensuu Airport,Joensuu,Finland,JOE,EFJO,62.662899017334,29.607500076294,398,E
Jyvaskyla Airport,Jyvaskyla,Finland,JYV,EFJY,62.399501800537,25.678300857544,459,E
Kauhava Airport,Kauhava,Finland,KAU,EFKA,63.127102,23.051399,151,E
Kemi-Tornio Airport,Kemi,Finland,KEM,EFKE,65.778701782227,24.582099914551,61,E
Kajaani Airport,Kajaani,Finland,KAJ,EFKI,64.285499572754,27.692399978638,483,E
Kauhajoki Airport,Kauhajoki,Finland,KHJ,EFKJ,62.4625015259,22.3931007385,407,E
Kokkola-Pietarsaari Airport,Kruunupyy,Finland,KOK,EFKK,63.721199035645,23.143100738525,84,E
Kemijarvi Airport,Kemijarvi,Finland,\N,EFKM,66.712898,27.156799,692,E
Kuusamo Airport,Kuusamo,Finland,KAO,EFKS,65.987602233887,29.239400863647,866,E
Kittilä Airport,Kittila,Finland,KTT,EFKT,67.700996398926,24.846799850464,644,E
Kuopio Airport,Kuopio,Finland,KUO,EFKU,63.007099151611,27.797800064087,323,E
Lahti Vesivehmaa Airport,Vesivehmaa,Finland,QLF,EFLA,61.144199,25.693501,502,E
Lappeenranta Airport,Lappeenranta,Finland,LPP,EFLP,61.044601,28.144743,349,E
Mariehamn Airport,Mariehamn,Finland,MHQ,EFMA,60.122200012207,19.898199081421,17,E
Menkijarvi Airport,Menkijarvi,Finland,\N,EFME,62.9467010498047,23.5188999176025,331,E
Mikkeli Airport,Mikkeli,Finland,MIK,EFMI,61.6866,27.201799,329,E
Nummela Airport,Nummela,Finland,\N,EFNU,60.3339004517,24.2964000702,367,E
Oulu Airport,Oulu,Finland,OUL,EFOU,64.930099487305,25.354600906372,47,E
Piikajarvi Airport,Piikajarvi,Finland,\N,EFPI,61.2456016540527,22.1933994293213,148,E
Pori Airport,Pori,Finland,POR,EFPO,61.461700439453,21.799999237061,44,E
Pudasjärvi Airport,Pudasjarvi,Finland,\N,EFPU,65.4021987915,26.9468994141,397,E
Pyhäsalmi Airport,Pyhasalmi,Finland,\N,EFPY,63.7318992615,25.9263000488,528,E
Raahe Pattijoki Airport,Pattijoki,Finland,\N,EFRH,64.6881027222,24.6958007812,118,E
Rantasalmi Airport,Rantasalmi,Finland,\N,EFRN,62.0654983521,28.3565006256,292,E
Rovaniemi Airport,Rovaniemi,Finland,RVN,EFRO,66.564796447754,25.830400466919,642,E
Rayskala Airport,Rayskala,Finland,\N,EFRY,60.744701385498,24.1077995300293,407,E
Savonlinna Airport,Savonlinna,Finland,SVL,EFSA,61.943099975586,28.945100784302,311,E
Selanpaa Airport,Selanpaa,Finland,\N,EFSE,61.0624008178711,26.798900604248,417,E
Sodankyla Airport,Sodankyla,Finland,SOT,EFSO,67.3949966431,26.6191005707,602,E
Tampere-Pirkkala Airport,Tampere,Finland,TMP,EFTP,61.414100646973,23.604400634766,390,E
Teisko Airport,Teisko,Finland,\N,EFTS,61.7733,24.027,515,E
Turku Airport,Turku,Finland,TKU,EFTU,60.514099121094,22.262800216675,161,E
Utti Air Base,Utti,Finland,UTI,EFUT,60.89640045166,26.938400268555,339,E
Vaasa Airport,Vaasa,Finland,VAA,EFVA,63.050701141357,21.762199401855,19,E
Varkaus Airport,Varkaus,Finland,VRK,EFVR,62.171100616455,27.868600845337,286,E
Ylivieska Airfield,Ylivieska-raudaskyla,Finland,YLI,EFYL,64.0547222,24.7252778,252,E
Belfast International Airport,Belfast,United Kingdom,BFS,EGAA,54.6575012207,-6.21582984924,268,E
St Angelo Airport,Enniskillen,United Kingdom,ENK,EGAB,54.3988990783691,-7.65166997909546,155,E
George Best Belfast City Airport,Belfast,United Kingdom,BHD,EGAC,54.6180992126465,-5.87249994277954,15,E
City of Derry Airport,Londonderry,United Kingdom,LDY,EGAE,55.0428009033203,-7.16110992431641,22,E
Birmingham International Airport,Birmingham,United Kingdom,BHX,EGBB,52.4538993835,-1.74802994728,327,E
Coventry Airport,Coventry,United Kingdom,CVT,EGBE,52.3697013855,-1.47971999645,267,E
Leicester Airport,Leicester,United Kingdom,\N,EGBG,52.6077995300293,-1.03193998336792,469,E
Gloucestershire Airport,Golouchestershire,United Kingdom,GLO,EGBJ,51.8941993713379,-2.16722011566162,101,E
Wolverhampton Halfpenny Green Airport,Halfpenny Green,United Kingdom,\N,EGBO,52.5175018310547,-2.25943994522095,283,E
Cotswold Airport,Pailton,United Kingdom,GBA,EGBP,51.668095,-2.05694,433,E
Turweston Airport,Turweston,United Kingdom,\N,EGBT,52.0407981873,-1.09555995464,448,E
Wellesbourne Mountford Airport,Wellesbourne,United Kingdom,\N,EGBW,52.1921997070313,-1.61443996429443,159,E
Manchester Airport,Manchester,United Kingdom,MAN,EGCC,53.3536987304688,-2.27495002746582,257,E
Manchester Woodford Airport,Woodfort,United Kingdom,\N,EGCD,53.3381,-2.14889,295,E
Royal Marines Base Chivenor Airport,Chivenor,United Kingdom,\N,EGDC,51.0872001647949,-4.15034008026123,27,E
Newquay Cornwall Airport,Newquai,United Kingdom,NQY,EGHQ,50.440601348877,-4.99540996551514,390,E
RAF Lyneham,Lyneham,United Kingdom,LYE,EGDL,51.5051,-1.99343,513,E
MoD Boscombe Down Airport,Boscombe Down,United Kingdom,\N,EGDM,51.1521987915039,-1.74741005897522,407,E
RNAS Culdrose,Culdrose,United Kingdom,\N,EGDR,50.0861015319824,-5.25571012496948,267,E
MoD St. Athan,St. Athan,United Kingdom,\N,EGDX,51.4048,-3.43575,163,E
RNAS Yeovilton,Yeovilton,United Kingdom,YEO,EGDY,51.0093994140625,-2.63881993293762,75,E
Haverfordwest Airport,Haverfordwest,United Kingdom,HAW,EGFE,51.8330993652344,-4.96111011505127,159,E
Cardiff International Airport,Cardiff,United Kingdom,CWL,EGFF,51.3967018127441,-3.34332990646362,220,E
Swansea Airport,Swansea,United Kingdom,SWS,EGFH,51.6053009033203,-4.06783008575439,299,E
Bristol Airport,Bristol,United Kingdom,BRS,EGGD,51.382702,-2.71909,622,E
Liverpool John Lennon Airport,Liverpool,United Kingdom,LPL,EGGP,53.3335990905762,-2.8497200012207,80,E
London Luton Airport,London,United Kingdom,LTN,EGGW,51.874698638916,-0.368333011865616,526,E
Plymouth City Airport,Plymouth,United Kingdom,PLH,EGHD,50.422798,-4.10583,476,E
Bournemouth Airport,Bournemouth,United Kingdom,BOH,EGHH,50.7799987792969,-1.84249997138977,38,E
Southampton Airport,Southampton,United Kingdom,SOU,EGHI,50.9502983093262,-1.35679996013641,44,E
Lasham Airport,Lasham,United Kingdom,QLA,EGHL,51.187198638916,-1.03349995613098,618,E
Alderney Airport,Alderney,Guernsey,ACI,EGJA,49.706104,-2.21472,290,E
Guernsey Airport,Guernsey,Guernsey,GCI,EGJB,49.435001373291,-2.60196995735168,336,E
Jersey Airport,Jersey,Jersey,JER,EGJJ,49.2079010009766,-2.1955099105835,277,E
Shoreham Airport,Shoreham By Sea,United Kingdom,ESH,EGKA,50.835602,-0.297222,7,E
London Biggin Hill Airport,Biggin Hill,United Kingdom,BQH,EGKB,51.3307991028,0.0324999988079,598,E
London Gatwick Airport,London,United Kingdom,LGW,EGKK,51.148102,-0.190278,202,E
London City Airport,London,United Kingdom,LCY,EGLC,51.505299,0.055278,19,E
Farnborough Airport,Farnborough,United Kingdom,FAB,EGLF,51.2757987976,-0.776332974434,238,E
Chalgrove Airport,Chalsgrove,United Kingdom,\N,EGLJ,51.6761016845703,-1.0808299779892,240,E
Blackbushe Airport,Blackbushe,United Kingdom,BBS,EGLK,51.3238983154297,-0.847500026226044,325,E
London Heathrow Airport,London,United Kingdom,LHR,EGLL,51.4706,-0.461941,83,E
Southend Airport,Southend,United Kingdom,SEN,EGMC,51.5713996887207,0.695555984973908,49,E
Lydd Airport,Lydd,United Kingdom,LYX,EGMD,50.9561004638672,0.939167022705078,13,E
Kent International Airport,Manston,United Kingdom,MSE,EGMH,51.342201,1.34611,178,E
Brough Airport,Brough,United Kingdom,\N,EGNB,53.7197,-0.566333,12,E
Carlisle Airport,Carlisle,United Kingdom,CAX,EGNC,54.9375,-2.80917000770569,190,E
Retford Gamston Airport,Repton,United Kingdom,\N,EGNE,53.2806015014648,-0.951389014720917,91,E
Blackpool International Airport,Blackpool,United Kingdom,BLK,EGNH,53.7717018127441,-3.02860999107361,34,E
Humberside Airport,Humberside,United Kingdom,HUY,EGNJ,53.5744018554688,-0.350832998752594,121,E
Barrow Walney Island Airport,Barrow Island,United Kingdom,BWF,EGNL,54.1286111,-3.2675,173,E
Leeds Bradford Airport,Leeds,United Kingdom,LBA,EGNM,53.8658981323242,-1.66057002544403,681,E
Warton Airport,Warton,United Kingdom,WRT,EGNO,53.745098,-2.88306,55,E
Hawarden Airport,Hawarden,United Kingdom,CEG,EGNR,53.1781005859375,-2.97778010368347,45,E
Isle of Man Airport,Isle Of Man,Isle of Man,IOM,EGNS,54.0833015441895,-4.6238899230957,52,E
Newcastle Airport,Newcastle,United Kingdom,NCL,EGNT,55.0374984741211,-1.69166994094849,266,E
Durham Tees Valley Airport,Teesside,United Kingdom,MME,EGNV,54.5092010498047,-1.42940998077393,120,E
East Midlands Airport,East Midlands,United Kingdom,EMA,EGNX,52.8311004639,-1.32806003094,306,E
Llanbedr Airport,Llanbedr,United Kingdom,\N,EGOD,52.811698913574,-4.1235799789429,30,E
RAF Ternhill,Ternhill,United Kingdom,\N,EGOE,52.8712005615234,-2.53356003761291,272,E
RAF Shawbury,Shawbury,United Kingdom,\N,EGOS,52.7981986999512,-2.66804003715515,249,E
RAF Woodvale,Woodvale,United Kingdom,\N,EGOW,53.5816,-3.05552,37,E
Kirkwall Airport,Kirkwall,United Kingdom,KOI,EGPA,58.9578018188477,-2.90499997138977,50,E
Sumburgh Airport,Sumburgh,United Kingdom,LSI,EGPB,59.8788986206055,-1.29556000232697,20,E
Wick Airport,Wick,United Kingdom,WIC,EGPC,58.4589004516602,-3.09306001663208,126,E
Aberdeen Dyce Airport,Aberdeen,United Kingdom,ABZ,EGPD,57.2019004821777,-2.19777989387512,215,E
Inverness Airport,Inverness,United Kingdom,INV,EGPE,57.5424995422363,-4.0475001335144,31,E
Glasgow International Airport,Glasgow,United Kingdom,GLA,EGPF,55.8718986511,-4.43306016922,26,E
Edinburgh Airport,Edinburgh,United Kingdom,EDI,EGPH,55.9500007629395,-3.37249994277954,135,E
